ITEM NO.,DESCRIPTION,QUANTITY
SF-SP2098,Proximity Switch Omran,0.0
SF-CAN0036,CANs-LEVAN POTATO STICKS KETCHUP -37g,5300.0
SF-CAN0035,CANs-LEVAN POTATO STICKS CHILLI LEMON -37g,91948.0
SF-CAN0038,CANs-LULU POTATO STICKS CHEESE -40g,30699.0
SF-CAN0037,CANs-LULU POTATO STICKS CHILLI -40g,41090.0
SF-FLM0192,FILM-TWISTER MAXICAN-25g,573.2565
SF-SP2093,Spring (Lifter Shaft),6.0
SF-CAN0039,CANs-WESEE POTATO STICKS CAJUN -37g,5595.0
SF-FLM0191,FILM-TWISTER KETCHUP-25g,168.9599
SF-SP2092,Spring (Cam Follower Lever),0.0
SF-FLM0190,FILM-TWISTER HOT-25g,478.3872
SF-SP2091,Roller PIn,4.0
SF-FLM0196,FILM FAIRCO SALTED 12gm,593.88
SF-FLM0195,FILM FAIRCO HOT PEPPER 12gm,1237.89
SF-CAN0030,CANS-XL POTATO STICKS KETCHUP- 45G,134.0
SF-FLM0194,FILM-TWISTER KETCHUP-125g,0.0
SF-FLM0193,FILM-TWISTER HOT-125g,0.0
SF-CAN0032,CANS-XL POTATO STICKS SWEET & SOUR- 45G,12216.0
SF-CAN0031,CANS-XL POTATO STICKS JALAPENO- 45G,0.0
SF-FLM0199,FILM-FAIRCO BRAZELIAN 20 gm,0.0
SF-CAN0034,CANs-LEVAN POTATO STICKS SALT -37g,49014.0
SF-FLM0198,FILM-FAIRCO HOT PEPPER 20 gm,0.0
SF-CAN0033,CANs-LEVAN POTATO STICKS HOT -37g,130321.0
SF-FLM0197,FILM FAIRCO BRAZILIAN 12g,157.93
SF-SP2069,Swirl Plate 24 W11,0.0
SF-SP2064,FIlter:Noise:,1.0
SF-SP2063,Slip Ring Argm Rotary Jaw REV-B,0.0
SF-SP2062,Screw Socket Cap M5x16 Stinless Steel 304 REV A,0.0
SF-SP2061,Roller Assy Dancing Arm 320 REV C,0.0
SF-SP2068,Mechanical seal,0.0
SF-SP2067,Knife Clamp Strip Cut 3/16'' (8 Pieses Box),40.0
SF-SP2066,FAN AS::,6.0
SF-CAN0069,CANS-FOFO POTATO STICKS SALT-40g,0.0
SF-CAN0068,CANS-FOFO POTATO STICKS HOT-40g,0.0
SF-SP2060,Turbo For Model 90 Extruder ,0.0
SF-CAN0061,CANs-XL POTATO STICKS THAI CAMPFIRE - 35G,7558.0
SF-CAN0060,CANs-XL POTATO STICKS TOMATO KETCHUP - 35G,10162.0
SF-CAN0063,CANs-ALBADIA POTATO STICKS HOT SAUCE - 40G,48.0
SF-CAN0062,CANs-XL POTATO STICKS SEA SALT - 35G,36223.0
SF-CAN0065,CANs-ALBADIA POTATO STICKS LIGHTLY SALTED - 40G,0.0
SF-CAN0064,CANs-ALBADIA POTATO STICKS KETCHUP - 40G,0.0
SF-CAN0067,CANS-FAIRCO POTATO STICKS FLAMIN HOT-40g (EXPORT),0.0
SF-CAN0066,CANs-ALBADIA POTATO STICKS HOT & SPICY - 40G,48.0
SF-SP2075,MOTOR AS:ROTATION:M2,1.0
SF-SP2074,Bearing Housing Frame,1.0
SF-SP2073,Compression Spring (Bearing Housing),0.0
SF-SP2072,Platfrom Scale Head Complete,2.0
SF-SP2079,Band Heater 275 x 67 x 220V-2000W ,1.0
SF-SP2078,Band Heater 250 x 325 x 220V- 3000Wx 2,1.0
SF-SP2077,Band Heater Dia 250x 315  x220V -3125/2925W x 2,1.0
SF-SP2076,Feeder Driver board(EV208FR4),0.0
SF-CAN0058,CANs-XL POTATO STICKS MILD SPICY - 35G,13436.0
SF-CAN0057,CANs-BESTO POTATO STICKS SALTED - 37G,34498.0
SF-CAN0059,CANs-XL POTATO STICKS LIGHT SALT - 35G,10849.0
SF-SP2071,Power adapter,6.0
SF-SP2070,Power Supply Board JJ4VZJ-5,6.0
SF-CAN0050,CANs-BESTO POTATO STICKS BARBEQUE - 37G,0.0
SF-CAN0052,CANs-BESTO POTATO STICKS HOT & SPICY - 37G,63560.0
SF-CAN0051,CANs-BESTO POTATO STICKS CHICKEN - 37G,3296.0
SF-CAN0054,CANs-BESTO POTATO STICKS CHILLI LEMON - 37G,5751.0
SF-CAN0053,CANs-BESTO POTATO STICKS KETCHUP - 37G,18106.0
SF-CAN0056,CANs-BESTO POTATO STICKS RED HOT CHILLI - 37G,3346.0
SF-CAN0055,CANs-BESTO POTATO STICKS PAPRIKA - 37G,3129.0
SF-CAN0003,CANs-XL POTATO STICKS KET - 40gm 2023,0.0
SF-CAN0002,CANs-XL POTATO STICKS HOT - 40gm 2023,0.0
SF-CAN0005,CANs-XL POTATO BITES F.CHEESE - 30GM,0.0
SF-CAN0004,CANs-XL POTATO STICKS SALT - 40gm 2023,0.0
SF-CAN0007,CANs-XL POTATO BITES KET - 30GM,0.0
SF-CAN0006,CANs-XL POTATO BITES HOT - 30GM,0.0
SF-CAN0009,CANs-SOLO POTATO STICKS BARBEQUE - 40G,23360.0
SF-CAN0008,CANs-XL POTATO BITES SALT - 30GM,0.0
SF-CAN0001,CANs-XL POTATO STICKS F.CHEESE - 40gm 2023,0.0
SF-CAN0025,CANS-FAIRCO POTATO STICKS FLAMIN HOT-45g,85397.0
SF-CAN0024,CANS-XTREME POTATO STIX SALTED-45g,17072.0
SF-CAN0027,CANS-XL POTATO STICKS HOT CHILLI- 45G,3904.0
SF-CAN0026,CANS-XTREME POTATO STIX FRENCH CHEESE-45g,12194.0
SF-CAN0029,CANS-XL POTATO STICKS GRILLED CHICKEN- 45G,6580.0
SF-CAN0028,CANS-XL POTATO STICKS LIGHTLY SALTED- 45G,0.0
SF-CAN0021,CANS-XTREME POTATO STIX CHIKEN-45g,25204.0
SF-CAN0023,CANS-XTREME POTATO STIX KETCHUP-45g,30696.0
SF-CAN0022,CANS-XTREME POTATO STIX HOT-45g,24262.0
SF-CAN0014,CANs-SOLO POTATO STICK PAPRIKA-40g,4672.0
SF-CAN0013,CANs-SOLO POTATO STICKS CHILLI LEMON-40GM,28460.0
SF-CAN0016,CANs-SOLO POTATO STICK SALTED - 40gm,73146.0
SF-CAN0015,CANs-SOLO POTATO STICK RED HOT CHILLI-40,6616.0
SF-CAN0018,CANs-FAIRCO POTATO STICKS SALTED-45g,81970.4
SF-CAN0017,CANs-FAIRCO POTATO STICKS HOT PEPPER-45g,85452.0
SF-CAN0019,CANs-FAIRCO POTATO STICKS BRAZILIAN-45g,90891.52
SF-CAN0010,CANs-SOLO POTATO STICK CHICKEN - 40gm,30042.0
SF-CAN0012,CANs-SOLO POTATO STICK KETCHUP - 40gm,59600.0
SF-CAN0011,CANs-SOLO POTATO STICK HOT & SPICY- 40gm,58014.0
SF-CTN0365,CTN-NADEC Direct Master Brown 155g X 12p,22173.0
SF-CTN0364,CTN-NADEC Direct Master Brown 40g X 28p,15117.0
SF-CTN0361,CTN-XTREME Generic Master Brown Large,1060.0
SF-CTN0360,CTN-XTREME Generic Master Brown Small,1100.0
SF-CTN0363,CTN-NADEC Duplex Master Brown 21g X 5box X 12p,5629.0
SF-CTN0362,CTN-NADEC Polybag Master Brown 21g X 2b X 25p,3290.0
LR-O0284,Rouge Chl Clusters Dark Hazelnut Almond 6x12x30g ,0.0
LR-O0285,Rouge Chl Clusters Milk Lotus 6x12x30g ,0.0
LR-O0283,Rouge Chl Clusters Milk Hazelnut Almond 12x30g Box,0.0
LR-O0288,Rouge Chl Clusters Milk Figs 6x12x30g ,0.0
LR-O0286,Rouge Chl Clusters Dark Orange Peel 12x30g Box,0.0
LR-O0287,Rouge Chl Clusters White Peanuts 6x12x30g,0.0
SF-DB0004,CN Curls Cheese 5x20x14g,0.0
SF-DB0005,BESTO CURLS CHEESE 5x20x20g,0.0
SF-DB0006,DURRAH-CORN BALL CHEESE 5x20x20g,0.0
SF-DB0001,DURRAH-CORN BALL CHEESE 5x20x18g,0.0
SF-DB0002,BESTO CURLS CHEESE 5x20x16g,0.0
SF-DB0003,CN Ball Cheese 5x20x14g,5.0
LR-O0262,Luxury VeniceShell Patter Sticker GreenCaramel 5Kg,0.0
LR-O0260,Lux Venice Milk Crown Gen Green Peanut Praline 5Kg,0.0
LR-O0261,Lux Venice Milk Crown Plain Gold PeanutPraline 5Kg,0.0
LR-O0266,Venice Real Coin  Light Pink Broken Peanuts 5kg,0.0
LR-O0267,Venice Real Coin  Light Blue Broken Peanuts 5kg,0.0
LR-O0264,Venice Real Coin Purple LC030 Broken Peanuts 5Kg,0.0
LR-O0265,Venice Real Coin Purple LC019 Broken Peanuts 5Kg,0.0
LR-O0268,Venice Real Coin  Silver  Broken Peanuts 5Kg,0.0
LR-O0269,Venice Real Coin Lattice Gold Broken Peanuts 5Kg,0.0
LR-O0270,Venice Real Square Step Gen Gold Broken Almond 5Kg,0.0
LR-O0273,Luxury Venice Big Square Generic Brown Wafer 5Kg,0.0
LR-O0274,Luxury Venice Rectangle Leather Gold Wafer 5Kg,0.0
LR-O0271,Venice Real Square Steps Gold Broken Almond 5Kg,0.0
LR-O0272,Luxury Venice Big Square Red  Wafer 5Kg,0.0
LR-O0275,Luxury Venice Rectangle Gen Beige Wafer 5Kg,0.0
MB-H0070,Luxury Chocolate Almond Cream Almond Shape 5kg,0.0
MB-H0077,Luxury Chocolate Haynes Almond nuts New Square Sha,0.0
MB-H0064,Luxury Chocol Milk Lotus Biscuits  Big Square 5KG ,0.0
SF-CPM00320,Pouch - 500g Chocodate Exclusive Assorted,4050.0
MB-H0032,Luxury Chocolate Gaudija Milk Bricks 5 kg,0.0
SF-RJ1325,RAJA PS Vegetable 50px10g,1665.0
SF-RJ1327,RAJA PS Ketchup 50px10g,0.0
SF-RJ1326,RAJA PS Hot 50px10g,0.0
SF-RJ1329,RAJA PS HONEY BUTTER 60g x 12p,0.0
SF-RJ1328,RAJA PS HONEY BUTTER 12g x 20p x 5b,0.0
MB-H0034,Luxury Chocolate Lotus Milk Flat Square 5 kg,0.0
SF-RJ1330,RAJA PS MAGIC MASALA 12g x 20p x 5b,0.0
SF-RJ0001,RAJA PS HOT - 4bx25px13g,0.0
SF-RJ1331,RAJA PS MAGIC MASALA 60g x 12p,0.0
SF-RJ0003,RAJA PS HOT-2bx25px14g,0.0
SF-RJ0002,RAJA PS HOT - 50px14g,0.0
SF-RJ0005,RAJA PS HOT-60px14g,0.0
SF-RJ0004,RAJA PS HOT - 4x25x14g,0.0
SF-RJ0007,RAJA PS HOT-2bx25px15g,0.0
SF-RJ0006,RAJA DUPLEX PS HOT - 6x12x14g,0.0
SF-RJ0009,RAJA PS HOT-100x15g,0.0
SF-RJ0008,RAJA PS HOT-4bx25px15g,0.0
MB-H0029,Luxury Chocolate cheesecake Strawberry Milk 5 kg,0.0
MB-H0023,Luxury Chocolate Ferrero Milk Tolabar 5 kg,0.0
MB-H0024,Luxury Chocolate Roche Hazelnuts Milk Big 5 kg,0.0
MB-H0016,Luxury Chocolate Nuttella Milk  Trunk Shape 5 kg,0.0
SF-TST0155,Twister- NACHO CHEESE 16g x 16pk x 4 bag,0.0
SF-TST0153,TWISTER Himalayan Salt 36px50g,0.0
SF-TST0154,Twister- Honey BBQ 16g x 16pk x 4 bag,0.0
SF-TST0151,TWISTER Honey BBQ 36px50g ,0.0
SF-TST0152,TWISTER Nacho Cheese 36px50g,0.0
SF-TST0150,TWISTER Nacho Cheese 36px25g,0.0
SF-TST0148,TWISTER Nacho Cheese 5bx18p22g,0.0
SF-TST0149,TWISTER Honey BBQ 36px25g ,0.0
SF-FLM0105,FILM-AMIGO TORTILA CHILLI-100G,442.02
SF-RJ0032,RAJA PS KET-100x15g,0.0
SF-FLM0104,FILM-AMIGO TORT. CHEESE 100G,334.191
SF-RJ0031,RAJA PS KET-4bx25px15g,0.0
SF-FLM0103,FILM-AMIGO TORTILLA SALTED 30G,747.2954
SF-RJ0034,RAJA PS KET-2x25x17g,0.0
SF-FLM0102,FILM-AMIGO TORTILLA CHILLI 30G,331.4963
SF-RJ0033,RAJA PS KET -2bx25px16g,0.0
SF-FLM0109,FILM-AMIGO TORTILLA RED HOT250G,0.0
SF-RJ0036,RAJA PS KET-18x40g,0.0
SF-FLM0108,FILM-AMIGO TORTILLA CHILLY 180G,399.554
SF-RJ0035,RAJA PS KET-50px18g,0.0
SF-FLM0107,FILM-AMIGO TORTILLA CHEESE 180G,0.0
SF-RJ0038,RAJA PS KET 25px27g,0.0
SF-FLM0106,FILM-AMIGO TORT. SALTED 100G,463.768
SF-RJ0037,RAJA PS KET  50px22g,0.0
SF-RJ0039,RAJA PS KET 2x25x27g,0.0
SF-FLM0101,FILM-AMIGO TORTILLA CHEESE 30G,1091.9118
SF-FLM0100,FILM-TWINKLE CB CHE-150gm,0.0
SF-RJ0030,RAJA PS KET-2bx25px15g,0.0
SF-FLM0116,FILM-FIESTA RED HOT 100G,0.0
SF-RJ0043,RAJA PS KET-50x30g(PRO),0.0
SF-FLM0115,FILM-FIESTA S/C -40G,0.0
SF-RJ0042,RAJA PS KET 50px30g,0.0
SF-FLM0114,FILM-FIESTA RED HOT-40G,0.0
SF-RJ0045,RAJA PS KET-2bx25px35g,0.0
SF-FLM0113,FILM-FIESTA S/C & ONION 23G,1479.2844
SF-RJ0044,RAJA PS KT-25px35g,0.0
SF-RJ0047,RAJA PS KET - 18x50g,0.0
SF-FLM0119,FILM-MR MUNCH CC-15G,569.415
SF-RJ0046,RAJA PS KET  50px35g,0.0
SF-FLM0118,FILM-FIESTA S/CREAM & O 100G,0.0
SF-RJ0049,RAJA PS KETCHUP-12px70g,0.0
SF-FLM0117,FILM-FIESTA SALTED 100G,0.0
SF-RJ0048,RAJA PS KETCHUP-18px55g,0.0
SF-FLM0112,FILM-FIESTA SALTED 23G,1517.0254
SF-FLM0111,FILM-FIESTA RED HOT 30GM,0.0
SF-FLM0110,FILM-AMIGO TORTILLA SALTED 180G,695.896
SF-RJ0041,RAJA PS KET-2x25x30g,0.0
SF-RJ0040,RAJA PS KET-25px30g,0.0
SF-FLM0127,FILM-HERO FPC Ketchu-30g range,0.0
SF-RJ0010,RAJA PS HOT -2bx25px16g,0.0
SF-FLM0126,FILM-HERO FPC HOT-30g range,0.0
SF-FLM0125,FILM-HERO-POT.CHIPS-S & V 15G,0.0
SF-RJ0012,RAJA PS HOT-18x40g,0.0
SF-FLM0124,FILM-HERO POT.CHIPS SALTED 15G,0.0
SF-RJ0011,RAJA PS HOT-50px18g,0.0
SF-RJ0014,RAJA PS HOT-2x25x30g,0.0
SF-RJ0013,RAJA PS HOT-25Px30g,0.0
SF-FLM0129,FILM-HERO FPC HOT-40G,0.0
SF-RJ0016,RAJA PS HOT-2bx25px35g,0.0
SF-FLM0128,FILM-HERO FPC Salted-30g range,0.0
SF-RJ0015,RAJA PS HOT-25px35g,0.0
SF-RJ0018,RAJA PS HOT-12px70g,0.0
SF-RJ0017,RAJA PS HOT-18px55g,0.0
SF-RJ0019,RAJA PS HOT - 18px70g,0.0
SF-FLM0123,FILM-HERO-POT.CHIPS KETCHUP 15G,0.0
SF-FLM0122,FILM-HERO-POT.CHIPS-HOT 15G,0.0
SF-FLM0121,FILM-HERO-POT.CHIPS-FRENCH CH 15G,0.0
SF-FLM0120,FILM-MR MUNCH CHEESE-15G,1196.6646
SF-FLM0138,FILM-SOLO HOT - 15G,1235.4496
SF-RJ0021,RAJA PS HOT-12Px140g,0.0
SF-FLM0137,FILM-SOLO FRENCH CHEESE - 15G,127.7072
SF-RJ0020,RAJA PS HOT-12px75g,0.0
SF-FLM0136,FILM-KARMOUCH SWEETCORN 12G,7988.714
SF-RJ0023,RAJA PS HOT-6px160g,0.0
SF-FLM0135,FILM-HERO PS SALT & VIN 14G,863.184
SF-RJ0022,RAJA PS HOT-6px150g,0.0
SF-RJ0025,RAJA PS KETCHUP - 50px14g,0.0
SF-RJ0024,RAJA PS KET - 4bx25px13g,0.0
SF-RJ0027,RAJA PS KET - 4x25x14g,0.0
SF-FLM0139,FILM-SOLO KETCHUP - 15G,1273.5479
SF-RJ0026,RAJA PS KET-2bx25px14g,0.0
SF-RJ0029,RAJA DUPLEX PS KET - 6x12x14g,0.0
SF-RJ0028,RAJA PS KET-60px14g,0.0
SF-FLM0130,FILM-HERO FPC KETCHUP-40G,0.0
SF-FLM0134,FILM-HERO PS SALTED 15G,0.0
SF-FLM0133,FILM-HERO PS KETCHUP 15G,0.0
SF-FLM0132,FILM-HERO PS HOT 15G,0.0
SF-FLM0131,FILM-HERO FPC SALTED-40gms,0.0
SF-FLM0149,FILM- HERO(N) FPC FRENCH CHEESE-27g,0.0
SF-RJ0076,RAJA PS SV  6px160g,0.0
SF-FLM0148,FILM-HERO(N) FPC SALT & VIN-15g,0.0
SF-RJ0075,RAJA PS SV-6x150g,0.0
SF-FLM0147,FILM-HERO(N) FPC SALT-15g,0.0
SF-RJ0078,RAJA PS VEG - 50px14g,300.0
SF-FLM0146,FILM-HERO(N) FPC KETCHUP-15g,0.0
SF-RJ0077,RAJA PS VEG - 4x25x13g,0.0
SF-RJ0079,RAJA PS VEG -2bx25px14g,0.0
SF-FLM0141,FILM-SOLO SALT & VIN - 15G,954.165
SF-FLM0140,FILM-SOLO SALT - 15G,0.0
SF-RJ0070,RAJA PS SV-2bx25px35g,0.0
SF-FLM0145,FILM-HERO(N) FPC HOT-15g,0.0
SF-RJ0072,RAJA PS S&V-12px70g,0.0
SF-FLM0144,FILM-HERO(N) FPC FC-15g,0.0
SF-RJ0071,RAJA PS SV  50px35g,0.0
SF-FLM0143,FILM-FM FPC SALT-40g,0.0
SF-RJ0074,RAJA PS SV  12px75g,0.0
SF-FLM0142,DIF BRANDS P/FILM,0.0
SF-RJ0073,RAJA PS S&V-18px70g,0.0
SF-RJ0087,RAJA PS VEG-50px18g,0.0
SF-FLM0159,FILM-XTREME STIX KETCHUP - 12g,0.0
SF-RJ0086,RAJA PS VEG -2bx25px16g,0.0
SF-FLM0158,FILM-XTREME STIX HOT - 12g,0.0
SF-RJ0089,RAJA PS VG 50px22g,0.0
SF-FLM0157,FILM-XTREME STIX CHICKEN - 12g,0.0
SF-RJ0088,RAJA PS VEG-18x40g,0.0
SF-FLM0152,FILM- HERO(N) FPC SALT & VINEGAR-55g,0.0
SF-FLM0151,FILM- HERO(N) FPC FRENCH CHEESE-55g,0.0
SF-FLM0150,FILM- HERO(N) FPC SALT & VIN-27g,0.0
SF-RJ0081,RAJA PS VEG-60px14g,0.0
SF-RJ0080,RAJA PS VEG - 4x25x14g,0.0
SF-FLM0156,FILM-XO TWIST PAPRIKA - 14g,240.23
SF-RJ0083,RAJA PS VEG-2bx25px15g,0.0
SF-FLM0155,FILM-XO TWIST KETCHUP - 14g,49.312
SF-RJ0082,RAJA DUPLEX PS VEG - 6x12x14g,0.0
SF-FLM0154,FILM-XO TWIST HOT - 14g,11.264
SF-RJ0085,RAJA PS VEG-5x20x12g,1974.8
SF-FLM0153,FILM-XO TWIST F.CHEESE - 14g,0.0
SF-RJ0084,RAJA PS VEG-4bx25px15g,0.0
SF-RJ0054,RAJA PS S&V - 4bx25x13g,0.0
SF-RJ0053,RAJA PS KET-12px140g,0.0
SF-FLM0169,FILM-DURRAH-STICKS H&SPICY-16g,974.313
SF-RJ0056,RAJA PS S&V-2bx25px14g,0.0
SF-FLM0168,FILM-SOLO CORN RING SALTED-14g,0.0
SF-RJ0055,RAJA PS S&V - 50x14g,0.0
SF-RJ0058,RAJA PS S&V -60px14g,0.0
SF-RJ0057,RAJA PS S&V - 4x25x14g,0.0
SF-RJ0059,RAJA PS S&V-50px15g,0.0
SF-FLM0163,FILM-XL XTREME KETCHUP - 50g,16.965
SF-FLM0162,FILM-XL XTREME HOT - 50g,26.409
SF-FLM0161,FILM-XL XTREME F.CHEESE - 50g,3.746
SF-FLM0160,FILM-XTREME STIX SALT - 12g,0.0
SF-FLM0167,FILM-SOLO CORN RING KETCHUP-14g,0.0
SF-RJ0050,RAJA PS KETCHUP-18px70g,0.0
SF-FLM0166,FILM-XTREME KETCHUP - 120g,2.9952
SF-FLM0165,FILM- XTREME HOT - 120g,0.0
SF-RJ0052,RAJA PS KETCHUP-12px75g,0.0
SF-FLM0164,FILM-XL XTREME SALTED - 50g,0.0
SF-RJ0051,RAJA PS KETCHUP-20px50g,0.0
SF-RJ0065,RAJA PS SALT & VIN-50px18g,0.0
SF-RJ0064,RAJA PS SALT & VIN-2x25x17g,0.0
SF-RJ0067,RAJA PS S&V-2x25x30g,0.0
SF-FLM0179,FILM-DURRAH-SLICE-HOT & SPICY-13g,2761.112
SF-RJ0066,RAJA PS SALT & VIN-4x25x18g,0.0
SF-RJ0069,RAJA PS SV-25Px35g,0.0
SF-RJ0068,RAJA PS SV  50px30g,0.0
SF-FLM0170,FILM-DURRAH-STICKS KET-16g,1086.861
SF-FLM0174,FILM-DURRAH-SWIRLZ PAPRIKA-12g,2029.685
SF-FLM0173,FILM-DURRAH-FRIZZ S/V-12g,1964.832
SF-FLM0172,FILM-DURRAH-STICKS VEG-16g,1203.08
SF-FLM0171,FILM-DURRAH-STICKS S/V-18g,0.0
SF-FLM0178,FILM-DURRAH-SLICE-CHICKEN-13g,1587.8588
SF-RJ0061,RAJA S&V-4bx25px15g,0.0
SF-FLM0177,FILM-MCPP PLN 270MMx30MIC,126.8
SF-RJ0060,RAJA PS S&V-2bx25px15g,0.0
SF-FLM0176,FILM-MCPP PLN 200MMx30MIC,338.5
SF-RJ0063,RAJA PS SALT & VIN-2bx25px16g,0.0
SF-FLM0175,FILM-DURRAH-CORN BALL CHEESE-14g,1117.565
SF-RJ0062,RAJA S&V-100x15g,0.0
SF-FLM0069,FILM-XL FPC SALTED-225G,0.0
SF-AM0047,AMIGO TORT. BBQ -28px70g,0.0
SF-AM0046,AMIGO TORT. FLAMIN HOT -28px70g,0.0
SF-AM0049,AMIGO TORT. SALT -28px70g,0.0
SF-AM0048,AMIGO TORT. CHEESE -28px70g,0.0
SF-FLM0060,FILM-XL FPC HOT -165gms,0.0
SF-FLM0064,FILM-XL FPC FRENCH CHEESE-120G,0.002
SF-FLM0063,FILM-XL FPC BARBEQUE-120G,0.0
SF-AM0041,AMIGO TORT. FLAMIN HOT -5bx12px21g,0.0
SF-FLM0062,FILM-XL FPC SALTED -165gms,0.0
SF-AM0040,AMIGO TORT. CHILLI -5bx14px23g,0.0
SF-FLM0061,FILM-XL FPC KETCHUP -165gms,0.0
SF-AM0043,AMIGO TORT. CHEESE -5bx12px21g,0.0
SF-FLM0068,FILM-XL SALT & VINEGAR-120G,0.0
SF-AM0042,AMIGO TORT. BBQ -5bx14px23g,0.0
SF-FLM0067,FILM-XL FPC SALT-120G,0.0
SF-AM0045,AMIGO TORT. CHILLI -28px70g,0.0
SF-FLM0066,FILM-XL FPC KETCHUP-120G,0.0
SF-AM0044,AMIGO TORT. SALT -5bx12px21g,0.0
SF-FLM0065,FILM-XL FPC HOT-120G,0.0
SF-AM0036,Amigo 100gm 2+1 Promo (Salt Hot & Cheese),0.0
SF-AM0035,AMIGO TORT. SALT-250+75gx8p,0.0
SF-AM0038,AMIGO TORT CHILLI 12px180g,399.7767
SF-AM0037,AMIGO TORT. CHEESE 12px180g,26.9367
SF-FLM0071,FILM-KABLI-XL-KETCHUP-40G,0.0
SF-AM0039,AMIGO TORT SALT 12px180g,462.2934
SF-FLM0070,FILM-KABLI-XL-HOT-40G,0.0
CYLIND,Cylinder Charges,1.0
SF-FLM0075,FILM-RAJA VEG 12G,0.0
SF-FLM0074,FILM-RAJA S/V 15GMS,0.0
SF-AM0030,AMIGO TORT. SALT-3X6X75g,0.0
SF-FLM0073,FILM-RAJA KET 12G,0.0
SF-FLM0072,FILM-RAJA HOT 12G,0.0
SF-AM0032,AMIGO TORT. SALT-18px100g (SF),13.0
SF-FLM0079,FILM-RAJA HOT 35G,0.0
SF-AM0031,AMIGO TORT. SALT-12px100g,0.0
SF-FLM0078,FILM-RAJA VEGETABLE 30G,0.0
SF-AM0034,AMIGO TORT. SALT-8px250g - EXP,0.0
SF-FLM0077,FILM-RAJA KETCHUP 30G,0.0
SF-AM0033,AMIGO TORT. SALT-8px250g,0.0
SF-FLM0076,FILM-RAJA VEG-20G,0.0
SF-AM0025,AMIGO TORT.SALT -50px22g,0.0
SF-AM0024,AMIGO TORT. PLAIN-8px250g,0.0
SF-AM0027,AMIGO TORT. SALT -5bx14px30g,0.0
SF-AM0026,AMIGO TORT. SALT 50px25g,0.0
SF-AM0029,AMIGO TORT.SALT 18px70g,0.0
SF-FLM0082,FILM-RAJA VEG35GMS,0.0
SF-AM0028,AMIGO TORT. SALT -50px30g,0.0
SF-FLM0081,FILM-RAJA S/V 35GMS,0.0
SF-FLM0080,FILM-RAJA KET 35GMS,0.0
SF-FLM0086,FILM-RAJA VEGETABLE 60G,10.6
SF-FLM0085,FILM-RAJA S/V 70GMS,999.8009
SF-FLM0084,FILM-RAJA KETCHUP-60G,0.0
SF-FLM0083,FILM-RAJA HOT 60G,0.0
SF-AM0021,AMIGO TORT. CHILLI-8px250g - EXP,0.0
SF-AM0020,AMIGO TORT. CHILLI-8px250g,10.0
SF-FLM0089,FILM-RAJA S/V 75GMS,0.0
SF-AM0023,AMIGO TORT. PLAIN-12px100g,0.0
SF-FLM0088,FILM-RAJA KETCHUP-75GM,0.0
SF-AM0022,AMIGO TORT. CHILLI-250+75gx8p,0.0
SF-FLM0087,FILM-RAJA HOT 75G,0.0
SF-AM0014,AMIGO TORT. CHILLI -5bx14px30g,0.0
SF-AM0013,AMIGO TORT. CHILLI 50px25g,0.0
SF-AM0016,AMIGO TORT.CHILLI 18px70g,0.0
SF-AM0015,AMIGO TORT. CHILLI -50px30g,0.0
SF-AM0018,AMIGO TORT. CHILLI-12px100g,0.0
SF-FLM0093,FILM-RAJA S/V 150GMS,0.0
SF-AM0017,AMIGO TORT. CHILLI-3X6X75g,0.0
SF-FLM0092,FILM-RAJA KETCHUP 120G,0.0
SF-FLM0091,FILM-RAJA HOT 120G,0.0
SF-AM0019,AMIGO TORT. CHILLI-18px100g (SF),40.0
SF-FLM0090,FILM-RAJA VEG-85G,0.0
SF-FLM0097,FILM-TWINKLE CB CC-35G,0.0
SF-FLM0096,FILM-TWINKLE CB CH-15G,0.0
SF-FLM0095,FILM-TWINKLE CB CC-15G,0.0
SF-FLM0094,FILM-RAJA VEGETABLE 120G,0.0
SF-AM0010,AMIGO TORT.CHEESE-8px250g - EXP,0.0
SF-AM0012,AMIGO TORT. CHILLI -50px22g,0.0
SF-FLM0099,FILM-TWINKLE CB CH-75G,0.0
SF-AM0011,AMIGO TORT. CHEESE-250+75gx8p,0.0
SF-FLM0098,FILM-TWINKLE CB CH-35G,0.0
SF-AM0090,AMIGO TORTILLA SALTED 12Px165g,0.0
SF-SP0821,Actuator(Servo motor)SERVOC.SQN72.4A4A20BC 230V12S,1.0
SF-SP0822,Fuel pump Coupling,6.0
SF-SP0820,Ignition transform(TRASF.ACC.COFI 1020 C/B.230V-50,1.0
SF-AM0083,AMIGO TORT Nacho Cheese 16g x 64pkts ,0.0
SF-SP0814,Photo Cell for burner,0.0
SF-AM0082,AMIGO TORT Sweet Chili 40g x 36pkts ,270.0
SF-SP0815,Nozzle A3 regulating tybe,0.0
SF-AM0085,AMIGO TORTILLA Nacho Cheese 64px18g ,0.0
SF-SP0812,Helical-worm Gear motor 54rpm,0.0
SF-AM0084,AMIGO TORT Sweet Chili 16g x 64pkts ,0.0
SF-SP0813,Fual Pump for burner,2.0
SF-AM0087,AMIGO TORTILLA Nacho Cheese 12px165g,0.0
SF-SP0818,Ignition Cable(CAVO ACCENS.L=750 PG60L-PG70/92S/L,0.0
SF-AM0086,AMIGO TORTILLA Sweet Chili & Pepper 64px18g ,0.0
